Source,Target,Weight
area,buono,1
area,mano,1
area,notte,1
area,fitto,1
area,voce,1
area,ironico,1
arrugginito,fabbricabile,1
fabbricabile,posto,1
casermone,fabbricabile,1
appartamento,fabbricabile,1
altro,fabbricabile,1
cornice,fabbricabile,1
fabbricabile,facile,1
anno,fabbricabile,1
fabbricabile,muro,1
diverso,fabbricabile,1
fabbricabile,gomito,1
fabbricabile,illustro,1
fabbricabile,palazzo,1
decadere,fabbricabile,1
fabbricabile,pieni,1
baracca,fabbricabile,1
fabbricabile,permaloso,1
diffidente,fabbricabile,1
fabbricabile,vero,1
fabbricabile,fine,1
fabbricabile,scorso,1
fabbricabile,provvisorio,1
fabbricabile,importuno,1
fabbricabile,invadente,1
fabbricabile,forma,1
fabbricabile,prima,1
comune,fabbricabile,1
ambiente,fabbricabile,1
fabbricabile,grande,1
fabbricabile,zona,1
buono,fabbricabile,1
fabbricabile,mano,1
fabbricabile,notte,1
fabbricabile,fitto,1
fabbricabile,voce,1
fabbricabile,ironico,1
arrugginito,posto,1
arrugginito,casermone,1
appartamento,arrugginito,1
altro,arrugginito,1
arrugginito,cornice,1
arrugginito,facile,1
anno,arrugginito,1
arrugginito,muro,1
arrugginito,diverso,1
arrugginito,gomito,1
arrugginito,illustro,1
arrugginito,palazzo,1
arrugginito,decadere,1
arrugginito,pieni,1
arrugginito,baracca,1
arrugginito,permaloso,1
arrugginito,diffidente,1
arrugginito,vero,1
arrugginito,fine,1
arrugginito,scorso,1
arrugginito,provvisorio,1
arrugginito,importuno,1
arrugginito,invadente,1
arrugginito,forma,1
arrugginito,prima,1
arrugginito,comune,1
ambiente,arrugginito,1
arrugginito,grande,1
arrugginito,zona,1
arrugginito,buono,1
arrugginito,mano,1
arrugginito,notte,1
arrugginito,fitto,1
arrugginito,voce,1
arrugginito,ironico,1
casermone,posto,1
appartamento,posto,1
altro,posto,2
cornice,posto,1
facile,posto,1
anno,posto,3
muro,posto,1
diverso,posto,2
gomito,posto,1
illustro,posto,1
palazzo,posto,1
decadere,posto,1
pieni,posto,1
baracca,posto,1
permaloso,posto,1
diffidente,posto,1
fine,posto,1
posto,scorso,1
posto,provvisorio,1
importuno,posto,1
invadente,posto,1
forma,posto,2
posto,prima,3
comune,posto,1
ambiente,posto,1
grande,posto,2
posto,zona,1
buono,posto,1
mano,posto,1
notte,posto,1
fitto,posto,2
posto,voce,1
ironico,posto,1
appartamento,casermone,1
altro,casermone,1
casermone,cornice,1
casermone,facile,1
anno,casermone,1
casermone,muro,1
casermone,diverso,1
casermone,gomito,1
casermone,illustro,1
casermone,palazzo,1
casermone,decadere,1
casermone,pieni,1
baracca,casermone,1
casermone,permaloso,1
casermone,diffidente,1
casermone,vero,1
casermone,fine,1
casermone,scorso,1
casermone,provvisorio,1
casermone,importuno,1
casermone,invadente,1
casermone,forma,1
casermone,prima,1
casermone,comune,1
ambiente,casermone,1
casermone,grande,1
casermone,zona,1
buono,casermone,1
casermone,mano,1
casermone,notte,1
casermone,fitto,1
casermone,voce,1
casermone,ironico,1
altro,appartamento,1
appartamento,cornice,1
appartamento,facile,1
anno,appartamento,1
appartamento,muro,1
